--------- beginning of /dev/log/system
07-14 12:14:51.338 W/ActivityManager(  374):   Force finishing activity com.android.packageinstaller/.PackageInstallerActivity
07-14 12:14:51.580 W/ActivityManager(  374):   Force finishing activity com.pekall.emdm/.market.activity.AppListActivity
07-14 12:14:52.080 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{42e8dd90 u0 com.android.packageinstaller/.PackageInstallerActivity}
07-14 12:51:46.979 D/dalvikvm( 2019): GC_FOR_ALLOC freed 319K, 7% free 9928K/10588K, paused 20ms, total 21ms
07-14 12:51:46.994 V/KeyguardHostView(  374): hide transport, gen:41
07-14 12:51:46.994 V/KeyguardHostView(  374): music state changed: 0
07-14 12:51:47.018 D/MDM :   ( 3494): [null:-1]->query
07-14 12:51:47.018 D/MDM :   ( 3494): [null:-1]->QUERY_SETTING_PIN_ONOFF
07-14 12:51:47.065 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back home RECENT* clock search >
07-14 12:51:47.104 V/TAG     (  374): bug 7643792: fitSystemWindows([0,50][0,0])
07-14 12:51:47.166 D/dalvikvm(  374): GC_CONCURRENT freed 1165K, 26% free 20650K/27716K, paused 4ms+10ms, total 166ms
07-14 12:51:47.198 D/dalvikvm( 1146): GC_CONCURRENT freed 398K, 6% free 9268K/9816K, paused 3ms+3ms, total 31ms
07-14 12:51:47.244 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* search >
07-14 12:51:47.596 D/dalvikvm( 5090): GC_CONCURRENT freed 423K, 6% free 10065K/10688K, paused 4ms+3ms, total 42ms
07-14 12:51:51.010 D/PushService( 4980): [null:-1]->receiver action :com.pekall.mdm.action.PUSH_ALARM
07-14 12:51:51.010 I/ActivityManager(  374): No longer want com.pekall.nmefc (pid 4980): empty for 1800s
07-14 12:51:51.033 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.nmefc/com.pekall.lib.push.PushService in 5000ms
07-14 12:51:56.057 I/ActivityManager(  374): Start proc com.pekall.nmefc for service com.pekall.nmefc/com.pekall.lib.push.PushService: pid=9435 uid=10068 gids={50068, 1015, 1028, 3003}
07-14 12:51:56.151 D/dalvikvm( 9435): Trying to load lib /data/app-lib/com.pekall.nmefc-1/libBaiduMapSDK_v2_4_0.so 0x42808460
07-14 12:51:56.174 D/dalvikvm( 9435): Added shared lib /data/app-lib/com.pekall.nmefc-1/libBaiduMapSDK_v2_4_0.so 0x42808460
07-14 12:51:56.229 D/AppCommonMemCache( 9435): commonmemcache addr: 1525175916
07-14 12:51:56.283 I/auth info( 9435): ak:  ryMGcVcAAGEj0xnPp0vbh8Q4
07-14 12:51:56.283 I/auth info( 9435): mcode:  62:30:B6:24:E3:55:96:DC:05:ED:3E:6E:44:83:87:D5:AF:E7:B3:B9;com.pekall.nmefc
07-14 12:51:56.330 D/dalvikvm( 9435): GC_CONCURRENT freed 253K, 4% free 9139K/9428K, paused 4ms+4ms, total 35ms
07-14 12:51:56.330 D/dalvikvm( 9435): WAIT_FOR_CONCURRENT_GC blocked 23ms
07-14 12:51:56.440 D/PushService( 9435): [null:-1]->receiver action :android.net.conn.CONNECTIVITY_CHANGE
07-14 12:51:56.651 D/dalvikvm( 9435): GC_CONCURRENT freed 387K, 6% free 9141K/9656K, paused 2ms+2ms, total 20ms
07-14 12:51:56.807 E/baidumapsdk( 9435): Authentication Error,status: 102 message: IP/SN/SCODE/REFERER Illegal:
07-14 12:51:59.807 D/ContactsProvider( 3494): [Contacts] query 'content://emdmcontacts/company_calllogs', segment size: 1
07-14 12:51:59.815 D/Assistant( 3494): [---null: -1---]  changeCursor
07-14 12:51:59.815 D/Assistant( 3494): [---null: -1---]  findGroups
07-14 12:51:59.823 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:59.823 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:59.830 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:59.830 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:51:59.830 D/Assistant( 3494): [---null: -1---]  addGroup
07-14 12:52:00.573 D/MDM :   ( 3494): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":529491944,"type":0,"command":0,"result":0,"reason":0,"params":{"msgId":"23d01626-b75c-4347-8684-7762ef0459c7,23d01626b75c434786847762ef0459c7","device":"ffffffffc539bb10fffffffff7aea961","message":"{\"cmd\":\"10119\"}"}}
07-14 12:52:00.588 D/MdmService( 3494): [null:-1]->push message type :0
07-14 12:52:00.588 D/MdmService( 3494): [null:-1]->cmdMessage : {"cmd":"10119"}
07-14 12:52:00.588 D/MdmService( 3494): [null:-1]->command : PushCommandMsg{cmd='10119', msg='null'}
07-14 12:52:00.588 D/MDM :   ( 3494): [null:-1]->PUSH CMD: 10119
07-14 12:52:00.596 D/MdmStatusManager( 3494): [null:-1]->change status to : Busy
07-14 12:52:00.596 D/DB      ( 3494): query: SQLiteQuery: SELECT content, command_status, status FROM command WHERE status!=2
07-14 12:52:00.596 D/DB      ( 3494): factory null
07-14 12:52:00.596 D/DB      ( 3494): fillWindow: 0
07-14 12:52:00.596 D/DB      ( 3494): cursor 0
07-14 12:52:00.596 D/DB      ( 3494): moveToPos: 0
07-14 12:52:00.596 I/TransInfo( 3494): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.b.c
07-14 12:52:00.596 D/NetworkThread( 3494): [null:-1]->----isRunning-----true
07-14 12:52:00.604 D/NetworkThread( 3494): [null:-1]->----isRunning-----true
07-14 12:52:00.604 D/NetworkThread( 3494): [null:-1]->thread wakeup
07-14 12:52:00.604 D/HttpClient( 3494): enable apache.http debug
07-14 12:52:00.612 V/DEBUG   ( 3494): HTTP 0
07-14 12:52:01.401 V/DEBUG   ( 3494): HTTP 1
07-14 12:52:01.408 D/MDM :   ( 3494): [null:-1]->read network input stream
07-14 12:52:01.424 D/CheckInTransInfo( 3494): [null:-1]->CommandMsg : CommandMsg{CommandUUID='8a80888e4732aed501473336913f0773', Command=CommandInstallDocument{DocumentName='自动化测试通讯录6', DocumentSize=125, DocumentFormat='null', DownloadURL='http://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=41c2add28f4d4f89514af0c97e4c', Auth=null, DocumentUUID='8a80888c46c806620146cbd7085f16b1', Version='1.0', DocumentDescription='null', DocumentCategory=null, IsCompressed=null, ReadAuthDay=null, RingNotify=null, EncryptLevel=null}}
07-14 12:52:01.424 D/DB      ( 3494): query: SQLiteQuery: SELECT * FROM command WHERE cmd_uuid='8a80888e4732aed501473336913f0773'
07-14 12:52:01.424 D/DB      ( 3494): factory null
07-14 12:52:01.424 D/DB      ( 3494): fillWindow: 0
07-14 12:52:01.424 D/DB      ( 3494): cursor 0
07-14 12:52:01.471 D/NetworkThread( 3494): [null:-1]->queue is empty, thread wait...
07-14 12:52:01.573 D/MdmService( 3494): [null:-1]->handleCheckInResult
07-14 12:52:01.573 D/MdmService( 3494): [null:-1]->handleCheckInResult result keyIndex: 3
07-14 12:52:01.573 D/CommandManager( 3494): [null:-1]->execute command: CommandMsg{CommandUUID='8a80888e4732aed501473336913f0773', Command=CommandInstallDocument{DocumentName='自动化测试通讯录6', DocumentSize=125, DocumentFormat='null', DownloadURL='http://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=41c2add28f4d4f89514af0c97e4c', Auth=null, DocumentUUID='8a80888c46c806620146cbd7085f16b1', Version='1.0', DocumentDescription='null', DocumentCategory=null, IsCompressed=null, ReadAuthDay=null, RingNotify=null, EncryptLevel=null}}
07-14 12:52:01.580 D/DownLoadDocService( 3494): [null:-1]->action is  com.pekall.emdm.action.DOWNLOADDOC
07-14 12:52:01.580 D/DownLoadDocService( 3494): [null:-1]->uuid is  8a80888c46c806620146cbd7085f16b1 ,url is http://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=41c2add28f4d4f89514af0c97e4c
07-14 12:52:01.580 E/DB      ( 3494): bind, index: 1, value: 8a80888c46c806620146cbd7085f16b1
07-14 12:52:01.580 D/DB      ( 3494): query: SQLiteQuery: SELECT * FROM doc WHERE uuid=?
07-14 12:52:01.580 D/DB      ( 3494): factory null
07-14 12:52:01.580 D/DB      ( 3494): fillWindow: 0
07-14 12:52:01.588 D/DB      ( 3494): cursor 0
07-14 12:52:01.588 D/DB      ( 3494): moveToPos: 0
07-14 12:52:01.635 D/DB      ( 3494): query: SQLiteQuery: SELECT * FROM doc WHERE browseStatus = 0 AND type = 'Normal'
07-14 12:52:01.635 D/DB      ( 3494): factory null
07-14 12:52:01.635 D/DB      ( 3494): fillWindow: 0
07-14 12:52:01.635 D/DB      ( 3494): cursor 0
07-14 12:52:01.635 E/Mdm     ( 3494): Call Mdm service's recordIconCount function
07-14 12:52:01.635 E/DB      ( 3494): bind, index: 1, value: 8a80888c46c806620146cbd7085f16b1
07-14 12:52:01.635 E/DB      ( 3494): bind, index: 2, value: Contact
07-14 12:52:01.635 D/DB      ( 3494): query: SQLiteQuery: SELECT * FROM doc WHERE uuid=? AND type=?
07-14 12:52:01.635 D/DB      ( 3494): factory null
07-14 12:52:01.635 D/DB      ( 3494): fillWindow: 0
07-14 12:52:01.635 I/TransInfo( 3494): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.b.c
07-14 12:52:01.635 D/DB      ( 3494): cursor 1
07-14 12:52:01.635 D/DB      ( 3494): moveToPos: 0
07-14 12:52:01.635 D/DB      ( 3494): onMove: 0
07-14 12:52:01.635 D/NetworkThread( 3494): [null:-1]->----isRunning-----true
07-14 12:52:01.635 D/NetworkThread( 3494): [null:-1]->----isRunning-----true
07-14 12:52:01.635 D/NetworkThread( 3494): [null:-1]->thread wakeup
07-14 12:52:01.643 D/HttpClient( 3494): enable apache.http debug
07-14 12:52:01.651 V/DEBUG   ( 3494): HTTP 0
07-14 12:52:01.666 D/DB      ( 3494): query: SQLiteQuery: SELECT * FROM doc WHERE browseStatus = 0 AND type = 'Normal'
07-14 12:52:01.666 D/DB      ( 3494): factory null
07-14 12:52:01.666 D/DB      ( 3494): fillWindow: 0
07-14 12:52:01.666 D/DB      ( 3494): cursor 0
07-14 12:52:01.674 E/Mdm     ( 3494): Call Mdm service's recordIconCount function
07-14 12:52:02.416 V/DEBUG   ( 3494): HTTP 1
07-14 12:52:02.424 D/MdmDatabaseHelper( 3494): [null:-1]->update command 8a80888e4732aed501473336913f0773 to status executed
07-14 12:52:02.455 D/NetworkThread( 3494): [null:-1]->queue is empty, thread wait...
07-14 12:52:02.526 D/MdmService( 3494): [null:-1]->handleCheckInResult
07-14 12:52:02.526 D/MdmService( 3494): [null:-1]->handleCheckInResult result keyIndex: 3
07-14 12:52:02.526 D/HandleCommandTask( 3494): [null:-1]->execute command msg but beanBase is null
07-14 12:52:02.526 D/MdmStatusManager( 3494): [null:-1]->change status to : Idle
07-14 12:52:04.479 W/System.err( 3494): java.io.FileNotFoundException: http://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=41c2add28f4d4f89514af0c97e4c
07-14 12:52:04.487 W/System.err( 3494): 	at libcore.net.http.HttpURLConnectionImpl.getInputStream(HttpURLConnectionImpl.java:186)
07-14 12:52:04.487 W/System.err( 3494): 	at com.pekall.emdm.document.b.a.a(Unknown Source)
07-14 12:52:04.487 W/System.err( 3494): 	at com.pekall.emdm.document.b.a.b(Unknown Source)
07-14 12:52:04.487 W/System.err( 3494): 	at com.pekall.emdm.document.b.a.a(Unknown Source)
07-14 12:52:04.487 W/System.err( 3494): 	at com.pekall.emdm.document.b.b.run(Unknown Source)
07-14 12:52:04.487 W/System.err( 3494): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1080)
07-14 12:52:04.487 W/System.err( 3494): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:573)
07-14 12:52:04.487 W/System.err( 3494): 	at java.lang.Thread.run(Thread.java:841)
07-14 12:52:04.487 E/DB      ( 3494): bind, index: 1, value: 8a80888c46c806620146cbd7085f16b1
07-14 12:52:04.487 E/DB      ( 3494): bind, index: 2, value: Contact
07-14 12:52:04.494 D/DB      ( 3494): query: SQLiteQuery: SELECT * FROM doc WHERE uuid=? AND type=?
07-14 12:52:04.494 D/DB      ( 3494): factory null
07-14 12:52:04.494 D/DB      ( 3494): fillWindow: 0
07-14 12:52:04.494 D/DB      ( 3494): cursor 1
07-14 12:52:04.494 D/DB      ( 3494): moveToPos: 0
07-14 12:52:04.494 D/DB      ( 3494): onMove: 0
07-14 12:52:04.526 D/DB      ( 3494): query: SQLiteQuery: SELECT * FROM doc WHERE browseStatus = 0 AND type = 'Normal'
07-14 12:52:04.526 D/DB      ( 3494): factory null
07-14 12:52:04.526 D/DB      ( 3494): fillWindow: 0
07-14 12:52:04.526 D/DB      ( 3494): cursor 0
07-14 12:52:04.526 E/Mdm     ( 3494): Call Mdm service's recordIconCount function
07-14 12:52:04.541 D/DB      ( 3494): query: SQLiteQuery: SELECT uuid, status FROM doc WHERE uploadStatus =0 AND type ='Normal'
07-14 12:52:04.541 D/DB      ( 3494): factory null
07-14 12:52:04.541 D/DB      ( 3494): fillWindow: 0
07-14 12:52:04.541 D/DB      ( 3494): cursor 1
07-14 12:52:04.541 D/DB      ( 3494): moveToPos: 0
07-14 12:52:04.541 D/DB      ( 3494): onMove: 0
07-14 12:52:04.541 D/DB      ( 3494): moveToPos: 1
07-14 12:52:09.362 D/AndroidRuntime( 9461): 
07-14 12:52:09.362 D/AndroidRuntime( 9461): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
07-14 12:52:09.362 D/AndroidRuntime( 9461): CheckJNI is OFF
07-14 12:52:09.377 D/dalvikvm( 9461): Trying to load lib libjavacore.so 0x0
07-14 12:52:09.385 D/dalvikvm( 9461): Added shared lib libjavacore.so 0x0
07-14 12:52:09.401 D/dalvikvm( 9461): Trying to load lib libnativehelper.so 0x0
07-14 12:52:09.401 D/dalvikvm( 9461): Added shared lib libnativehelper.so 0x0
07-14 12:52:09.619 D/AndroidRuntime( 9461): Calling main entry com.android.commands.uiautomator.Launcher
07-14 12:52:09.658 E/UiDevice( 9461): Exceuting watcher: ANRWatcher
07-14 12:52:09.658 E/UiDevice( 9461): java.lang.RuntimeException: UiDevice not initialized
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.uiautomator.core.UiDevice.getAutomatorBridge(UiDevice.java:87)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.uiautomator.core.UiDevice.wakeUp(UiDevice.java:719)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.pekall.test.mdmui.util.UiANRWatcher.checkForCondition(UiANRWatcher.java:23)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.uiautomator.core.UiDevice.runWatchers(UiDevice.java:554)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.pekall.test.mdmui.util.UiANRWatcher.run(UiANRWatcher.java:41)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.pekall.test.mdmui.Contacts.<clinit>(Contacts.java:21)
07-14 12:52:09.658 E/UiDevice( 9461): 	at java.lang.Class.newInstanceImpl(Native Method)
07-14 12:52:09.658 E/UiDevice( 9461): 	at java.lang.Class.newInstance(Class.java:1130)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.uiautomator.testrunner.TestCaseCollector.addSingleTestMethod(TestCaseCollector.java:110)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.uiautomator.testrunner.TestCaseCollector.addTestClass(TestCaseCollector.java:86)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.uiautomator.testrunner.TestCaseCollector.addTestClass(TestCaseCollector.java:72)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.uiautomator.testrunner.TestCaseCollector.addTestClasses(TestCaseCollector.java:53)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.uiautomator.testrunner.UiAutomatorTestRunner.start(UiAutomatorTestRunner.java:106)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.uiautomator.testrunner.UiAutomatorTestRunner.run(UiAutomatorTestRunner.java:96)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.commands.uiautomator.RunTestCommand.run(RunTestCommand.java:91)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.commands.uiautomator.Launcher.main(Launcher.java:83)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.internal.os.RuntimeInit.nativeFinishInit(Native Method)
07-14 12:52:09.658 E/UiDevice( 9461): 	at com.android.internal.os.RuntimeInit.main(RuntimeInit.java:235)
07-14 12:52:09.658 E/UiDevice( 9461): 	at dalvik.system.NativeStart.main(Native Method)
07-14 12:52:09.666 D/dalvikvm( 9461): Note: class Landroid/app/ActivityManagerNative; has 163 unimplemented (abstract) methods
07-14 12:52:09.729 I/PowerManagerService(  374): Waking up from sleep...
07-14 12:52:09.760 I/WindowManager(  374): Lock screen displayed!
07-14 12:52:10.018 V/DigitalWidgetViewsFactory( 2502): DigitalWidget sets next alarm string to null
07-14 12:52:10.088 D/PowerManagerService-JNI(  374): Excessive delay in autosuspend_disable() while turning screen on: 351ms
07-14 12:52:10.088 D/SurfaceFlinger(  124): Screen acquired, type=0 flinger=0x41e1a478
07-14 12:52:10.166 D/LightsService(  374): Excessive delay setting light: 84ms
07-14 12:52:10.237 D/LightsService(  374): Excessive delay setting light: 68ms
07-14 12:52:10.448 D/AndroidRuntime( 9479): 
07-14 12:52:10.448 D/AndroidRuntime( 9479): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
07-14 12:52:10.448 D/AndroidRuntime( 9479): CheckJNI is OFF
07-14 12:52:10.463 D/dalvikvm( 9479): Trying to load lib libjavacore.so 0x0
07-14 12:52:10.471 D/dalvikvm( 9479): Added shared lib libjavacore.so 0x0
07-14 12:52:10.487 D/dalvikvm( 9479): Trying to load lib libnativehelper.so 0x0
07-14 12:52:10.487 D/dalvikvm( 9479): Added shared lib libnativehelper.so 0x0
07-14 12:52:10.752 D/AndroidRuntime( 9479): Calling main entry com.qihoo360.powerctl.root.app.App
07-14 12:52:10.752 D/AndroidRuntime( 9479): Shutting down VM
07-14 12:52:10.776 D/dalvikvm( 9479): GC_CONCURRENT freed 115K, 21% free 467K/592K, paused 1ms+0ms, total 4ms
07-14 12:52:11.619 I/QueryController( 9461): Matched selector: UiSelector[DESCRIPTION=滑动区域。] <<==>> [android.view.accessibility.AccessibilityNodeInfo@37ad76; boundsInParent: Rect(0, 0 - 720, 756); boundsInScreen: Rect(0, 547 - 720, 1303); packageName: android; className: android.view.View; text: null; contentDescription: 滑动区域。; viewIdResName: android:id/glow_pad_view; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:52:11.627 W/GlowPadView(  374): The number of target drawables must be equal to the number of direction descriptions.
07-14 12:52:11.987 D/MdmApplication( 3494): [null:-1]->onActivityStarted contacts.activities.DialtactsActivity , mActivityCount = 2
