--------- beginning of /dev/log/system
07-11 13:52:26.719 I/ActivityManager(  374): No longer want com.google.android.apps.maps:FriendService (pid 27635): empty #17
07-11 14:44:05.765 D/MDM :   ( 3259): [null:-1]->query
07-11 14:44:05.765 D/MDM :   ( 3259): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-11 14:44:05.765 E/Mdm     ( 3259): Call Mdm service's setLastExitTime function
07-11 14:44:05.804 I/ActivityManager(  374): Start proc com.android.packageinstaller for activity com.android.packageinstaller/.PackageInstallerActivity: pid=5697 uid=10045 gids={50045, 1028}
07-11 14:44:06.062 D/dalvikvm( 5697): GC_CONCURRENT freed 147K, 2% free 9286K/9468K, paused 7ms+5ms, total 42ms
07-11 14:44:06.062 D/dalvikvm( 5697): WAIT_FOR_CONCURRENT_GC blocked 10ms
07-11 14:44:06.164 D/dalvikvm( 5697): GC_CONCURRENT freed 285K, 4% free 9508K/9836K, paused 3ms+2ms, total 31ms
07-11 14:44:06.164 D/dalvikvm( 5697): WAIT_FOR_CONCURRENT_GC blocked 13ms
07-11 14:44:06.203 D/dalvikvm( 5697): GC_FOR_ALLOC freed 120K, 4% free 9635K/9964K, paused 23ms, total 23ms
07-11 14:44:06.203 I/dalvikvm-heap( 5697): Grow heap (frag case) to 9.689MB for 260112-byte allocation
07-11 14:44:06.226 D/dalvikvm( 5697): GC_FOR_ALLOC freed 126K, 5% free 9763K/10220K, paused 26ms, total 26ms
07-11 14:44:06.265 D/dalvikvm( 5697): GC_FOR_ALLOC freed 311K, 5% free 9752K/10220K, paused 26ms, total 26ms
07-11 14:44:06.297 D/dalvikvm( 5697): GC_FOR_ALLOC freed 62K, 4% free 9816K/10220K, paused 21ms, total 22ms
07-11 14:44:06.320 D/dalvikvm( 5697): GC_FOR_ALLOC freed 126K, 3% free 9944K/10220K, paused 22ms, total 22ms
07-11 14:44:06.351 D/dalvikvm( 5697): GC_FOR_ALLOC freed 307K, 5% free 9932K/10400K, paused 25ms, total 25ms
07-11 14:44:06.375 D/dalvikvm( 5697): GC_FOR_ALLOC freed 62K, 4% free 9996K/10400K, paused 26ms, total 26ms
07-11 14:44:06.383 I/dalvikvm-heap( 5697): Grow heap (frag case) to 10.042MB for 260112-byte allocation
07-11 14:44:06.406 D/dalvikvm( 5697): GC_FOR_ALLOC freed 126K, 5% free 10124K/10656K, paused 26ms, total 26ms
07-11 14:44:06.492 D/dalvikvm( 5697): GC_CONCURRENT freed 320K, 4% free 10291K/10656K, paused 2ms+3ms, total 34ms
07-11 14:44:06.633 D/dalvikvm( 5697): GC_CONCURRENT freed 110K, 2% free 10690K/10836K, paused 4ms+6ms, total 52ms
07-11 14:44:06.679 I/TransInfo( 3259): TransInfo created, id: 5, class: class com.pekall.emdm.transaction.b.p
07-11 14:44:06.679 D/NetworkThread( 3259): [null:-1]->----isRunning-----true
07-11 14:44:06.679 D/NetworkThread( 3259): [null:-1]->----isRunning-----true
07-11 14:44:06.679 D/NetworkThread( 3259): [null:-1]->thread wakeup
07-11 14:44:06.687 D/HttpClient( 3259): enable apache.http debug
07-11 14:44:06.695 V/DEBUG   ( 3259): HTTP 0
07-11 14:44:06.765 D/dalvikvm( 5697): GC_CONCURRENT freed 131K, 2% free 11150K/11316K, paused 2ms+3ms, total 36ms
07-11 14:44:06.765 D/dalvikvm( 5697): WAIT_FOR_CONCURRENT_GC blocked 6ms
07-11 14:44:06.867 W/GAV2    ( 5415): Thread[Service Reconnect,5,main]: Service unavailable (code=1), using local store.
07-11 14:44:06.867 W/ActivityManager(  374): Unable to start service Intent { act=com.google.android.gms.analytics.service.START (has extras) } U=0: not found
07-11 14:44:06.929 D/dalvikvm( 5697): GC_CONCURRENT freed 562K, 5% free 11335K/11932K, paused 3ms+4ms, total 42ms
07-11 14:44:06.929 D/dalvikvm( 5697): WAIT_FOR_CONCURRENT_GC blocked 9ms
07-11 14:44:06.953 D/MDM :   ( 3259): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":1850926535,"type":0,"command":0,"result":0,"reason":0,"params":{"msgId":"c7deaa44-3ec8-4a28-b6ef-9663304ad7db,c7deaa443ec84a28b6ef9663304ad7db","device":"ffffffffc539bb10fffffffff7aea961","message":"{\"cmd\":\"10119\"}"}}
07-11 14:44:06.961 V/DEBUG   ( 3259): HTTP 1
07-11 14:44:06.976 D/NetworkThread( 3259): [null:-1]->queue is empty, thread wait...
07-11 14:44:06.976 D/MdmService( 3259): [null:-1]->push message type :0
07-11 14:44:06.976 D/MdmService( 3259): [null:-1]->cmdMessage : {"cmd":"10119"}
07-11 14:44:06.984 D/MdmService( 3259): [null:-1]->command : PushCommandMsg{cmd='10119', msg='null'}
07-11 14:44:06.984 D/MDM :   ( 3259): [null:-1]->PUSH CMD: 10119
07-11 14:44:06.992 D/MdmStatusManager( 3259): [null:-1]->change status to : Busy
07-11 14:44:06.992 D/DB      ( 3259): query: SQLiteQuery: SELECT content, command_status, status FROM command WHERE status!=2
07-11 14:44:06.992 D/DB      ( 3259): factory null
07-11 14:44:06.992 D/DB      ( 3259): fillWindow: 0
07-11 14:44:06.992 D/DB      ( 3259): cursor 0
07-11 14:44:07.000 D/DB      ( 3259): moveToPos: 0
07-11 14:44:07.000 I/TransInfo( 3259): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.b.c
07-11 14:44:07.000 D/NetworkThread( 3259): [null:-1]->----isRunning-----true
07-11 14:44:07.008 D/NetworkThread( 3259): [null:-1]->----isRunning-----true
07-11 14:44:07.008 D/NetworkThread( 3259): [null:-1]->thread wakeup
07-11 14:44:07.008 D/HttpClient( 3259): enable apache.http debug
07-11 14:44:07.023 V/DEBUG   ( 3259): HTTP 0
07-11 14:44:07.133 D/dalvikvm( 5697): GC_CONCURRENT freed 183K, 2% free 11962K/12180K, paused 1ms+3ms, total 46ms
07-11 14:44:07.133 D/dalvikvm( 5697): WAIT_FOR_CONCURRENT_GC blocked 16ms
07-11 14:44:07.367 V/DEBUG   ( 3259): HTTP 1
07-11 14:44:07.383 I/AppSecurityPermissions( 5697): Ignoring unknown permission:android.permission.RECEIVE_USER_PRESENT
07-11 14:44:07.515 D/MDM :   ( 3259): [null:-1]->read network input stream
07-11 14:44:07.554 D/dalvikvm( 5697): GC_CONCURRENT freed 778K, 7% free 12181K/12960K, paused 2ms+29ms, total 61ms
07-11 14:44:07.617 D/dalvikvm( 3259): GC_FOR_ALLOC freed 3120K, 26% free 19141K/25600K, paused 86ms, total 103ms
07-11 14:44:07.617 D/MDM :   ( 3259): [null:-1]->read network input stream
07-11 14:44:07.726 D/CheckInTransInfo( 3259): [null:-1]->CommandMsg : CommandMsg{CommandUUID='8a8088bf471a79ec0147242a400e4749', Command=CommandObject{RequestType='DeviceInformation'}}
07-11 14:44:07.726 D/DB      ( 3259): query: SQLiteQuery: SELECT * FROM command WHERE cmd_uuid='8a8088bf471a79ec0147242a400e4749'
07-11 14:44:07.726 D/DB      ( 3259): factory null
07-11 14:44:07.726 D/DB      ( 3259): fillWindow: 0
07-11 14:44:07.726 D/DB      ( 3259): cursor 0
07-11 14:44:07.789 D/NetworkThread( 3259): [null:-1]->queue is empty, thread wait...
07-11 14:44:07.890 D/MdmService( 3259): [null:-1]->handleCheckInResult
07-11 14:44:07.890 D/MdmService( 3259): [null:-1]->handleCheckInResult result keyIndex: 3
07-11 14:44:07.906 D/CommandManager( 3259): [null:-1]->execute command: CommandMsg{CommandUUID='8a8088bf471a79ec0147242a400e4749', Command=CommandObject{RequestType='DeviceInformation'}}
07-11 14:44:07.937 D/libEGL  ( 5697): loaded /vendor/lib/egl/libEGL_POWERVR_SGX540_120.so
07-11 14:44:07.961 D/libEGL  ( 5697): loaded /vendor/lib/egl/libGLESv1_CM_POWERVR_SGX540_120.so
07-11 14:44:07.976 D/libEGL  ( 5697): loaded /vendor/lib/egl/libGLESv2_POWERVR_SGX540_120.so
07-11 14:44:08.086 D/BluetoothManagerService(  374): checkIfCallerIsForegroundUser: valid=true callingUser=0 foregroundUser=0
07-11 14:44:08.101 D/OpenGLRenderer( 5697): Enabling debug mode 0
07-11 14:44:08.211 V/RenderScript( 5697): 0x595048e8 Launching thread(s), CPUs 2
07-11 14:44:08.351 I/ActivityManager(  374): Displayed com.android.packageinstaller/.PackageInstallerActivity: +2s571ms
07-11 14:44:08.359 W/GAV2    ( 5559): Thread[GAThread,5,main]: Service unavailable (code=1), will retry.
07-11 14:44:08.359 W/ActivityManager(  374): Unable to start service Intent { act=com.google.android.gms.analytics.service.START (has extras) } U=0: not found
07-11 14:44:08.414 I/GAV2    ( 5559): Thread[GAThread,5,main]: No campaign data found.
07-11 14:44:08.554 W/InteractionController( 5624): runAndwaitForEvent timedout waiting for events
07-11 14:44:08.687 I/ActivityManager(  374): Process android.process.acore (pid 1908) has died.
07-11 14:44:09.461 I/QueryController( 5624): Matched selector: UiSelector[TEXT=安装, CLASS=android.widget.Button] <<==>> [android.view.accessibility.AccessibilityNodeInfo@ae2e; boundsInParent: Rect(0, 0 - 359, 96); boundsInScreen: Rect(361, 1088 - 720, 1184); packageName: com.android.packageinstaller; className: android.widget.Button; text: 安装; contentDescription: null; viewIdResName: com.android.packageinstaller:id/ok_button; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-11 14:44:09.469 D/InteractionController( 5624): clickAndWaitForNewWindow(540, 1136)
07-11 14:44:09.640 I/ActivityManager(  374): START u0 {dat=file:///storage/emulated/0/MDM/download/commojimjweather.apk cmp=com.android.packageinstaller/.InstallAppProgress (has extras)} from pid 5697
07-11 14:44:09.797 D/dalvikvm(  374): GC_FOR_ALLOC freed 1690K, 30% free 22375K/31744K, paused 93ms, total 93ms
07-11 14:44:09.867 W/InstallAppProgress( 5697): Replacing package:com.moji.mjweather
07-11 14:44:09.937 W/ActivityManager(  374): No content provider found for permission revoke: file:///storage/emulated/0/MDM/download/commojimjweather.apk
07-11 14:44:10.054 D/Finsky  ( 5250): [1] PackageVerificationReceiver.onReceive: Verification requested, id = 10
07-11 14:44:10.094 D/Finsky  ( 5250): [1] WorkerTask.onPreExecute: Verification Requested for id = 10, data=file:///storage/emulated/0/MDM/download/commojimjweather.apk flags=18 fromVerificationActivity=false
07-11 14:44:10.125 I/ActivityManager(  374): Displayed com.android.packageinstaller/.InstallAppProgress: +306ms
07-11 14:44:10.281 D/dalvikvm(20727): GC_CONCURRENT freed 418K, 8% free 10150K/10920K, paused 7ms+3ms, total 264ms
07-11 14:44:10.312 I/ActivityManager(  374): Process com.qihoo360.mobilesafe (pid 5387) has died.
07-11 14:44:10.484 W/System.err(27801): java.io.FileNotFoundException: /data/data/com.mgyapp.android/files/.cfp.i: open failed: ENOENT (No such file or directory)
07-11 14:44:10.508 W/System.err(27801): 	at libcore.io.IoBridge.open(IoBridge.java:409)
07-11 14:44:10.508 W/System.err(27801): 	at java.io.FileInputStream.<init>(FileInputStream.java:78)
07-11 14:44:10.508 W/System.err(27801): 	at android.app.ContextImpl.openFileInput(ContextImpl.java:702)
07-11 14:44:10.508 W/System.err(27801): 	at android.content.ContextWrapper.openFileInput(ContextWrapper.java:173)
07-11 14:44:10.508 W/System.err(27801): 	at com.mgyun.shua.jc.c.b(Unknown Source)
07-11 14:44:10.508 W/System.err(27801): 	at com.mgyun.shua.jc.d.a(Unknown Source)
07-11 14:44:10.508 W/System.err(27801): 	at com.mgyun.shua.jc.service.CpWorkServer.onHandleIntent(Unknown Source)
07-11 14:44:10.508 W/System.err(27801): 	at android.app.IntentService$ServiceHandler.handleMessage(IntentService.java:65)
07-11 14:44:10.508 W/System.err(27801): 	at android.os.Handler.dispatchMessage(Handler.java:99)
07-11 14:44:10.508 W/System.err(27801): 	at android.os.Looper.loop(Looper.java:137)
07-11 14:44:10.508 W/System.err(27801): 	at android.os.HandlerThread.run(HandlerThread.java:61)
07-11 14:44:10.508 W/System.err(27801): Caused by: libcore.io.ErrnoException: open failed: ENOENT (No such file or directory)
07-11 14:44:10.508 W/System.err(27801): 	at libcore.io.Posix.open(Native Method)
07-11 14:44:10.508 W/System.err(27801): 	at libcore.io.BlockGuardOs.open(BlockGuardOs.java:110)
07-11 14:44:10.508 W/System.err(27801): 	at libcore.io.IoBridge.open(IoBridge.java:393)
07-11 14:44:10.515 W/System.err(27801): 	... 10 more
07-11 14:44:10.578 D/dalvikvm( 5250): GC_CONCURRENT freed 539K, 8% free 12701K/13720K, paused 12ms+48ms, total 175ms
07-11 14:44:10.578 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 137ms
07-11 14:44:10.687 D/dalvikvm( 5250): GC_FOR_ALLOC freed 3358K, 29% free 10052K/13976K, paused 60ms, total 61ms
07-11 14:44:10.734 D/dalvikvm( 5250): GC_CONCURRENT freed 373K, 28% free 10105K/13976K, paused 4ms+6ms, total 39ms
07-11 14:44:10.734 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 29ms
07-11 14:44:10.812 D/dalvikvm( 5250): GC_CONCURRENT freed 148K, 26% free 10444K/13976K, paused 4ms+3ms, total 78ms
07-11 14:44:10.812 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 65ms
07-11 14:44:10.883 D/dalvikvm( 5250): GC_FOR_ALLOC freed 347K, 27% free 10285K/13976K, paused 33ms, total 34ms
07-11 14:44:10.922 D/dalvikvm( 5250): GC_FOR_ALLOC freed 126K, 26% free 10413K/13976K, paused 27ms, total 28ms
07-11 14:44:10.922 I/dalvikvm-heap( 5250): Grow heap (frag case) to 10.376MB for 184156-byte allocation
07-11 14:44:10.953 D/dalvikvm( 5250): GC_FOR_ALLOC freed 0K, 26% free 10593K/14156K, paused 25ms, total 25ms
07-11 14:44:11.054 D/dalvikvm( 5250): GC_CONCURRENT freed 355K, 25% free 10701K/14156K, paused 4ms+4ms, total 39ms
07-11 14:44:11.172 D/dalvikvm( 5250): GC_CONCURRENT freed 112K, 22% free 11113K/14156K, paused 4ms+5ms, total 53ms
07-11 14:44:11.328 D/dalvikvm( 5250): GC_CONCURRENT freed 137K, 18% free 11612K/14156K, paused 3ms+10ms, total 61ms
07-11 14:44:11.648 D/dalvikvm( 5250): GC_CONCURRENT freed 535K, 17% free 11887K/14156K, paused 6ms+10ms, total 155ms
07-11 14:44:11.672 D/dalvikvm(25474): GC_CONCURRENT freed 460K, 16% free 9536K/11232K, paused 8ms+2ms, total 118ms
07-11 14:44:12.117 D/dalvikvm( 5250): GC_CONCURRENT freed 739K, 15% free 12109K/14156K, paused 5ms+3ms, total 118ms
07-11 14:44:12.289 I/ActivityManager(  374): Process com.google.android.apps.plus (pid 5492) has died.
07-11 14:44:13.015 D/dalvikvm( 5697): GC_CONCURRENT freed 3314K, 26% free 9841K/13188K, paused 8ms+8ms, total 78ms
07-11 14:44:13.219 D/dalvikvm( 5250): GC_CONCURRENT freed 726K, 13% free 12372K/14156K, paused 12ms+4ms, total 148ms
07-11 14:44:13.375 W/GAV2    ( 5559): Thread[Service Reconnect,5,main]: Service unavailable (code=1), using local store.
07-11 14:44:13.375 W/ActivityManager(  374): Unable to start service Intent { act=com.google.android.gms.analytics.service.START (has extras) } U=0: not found
07-11 14:44:13.640 D/Finsky  ( 5250): [1] 5.onFinished: Installation state replication succeeded.
07-11 14:44:13.797 D/dalvikvm( 5250): GC_CONCURRENT freed 1436K, 15% free 12090K/14156K, paused 4ms+4ms, total 87ms
07-11 14:44:13.797 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 63ms
07-11 14:44:14.000 D/dalvikvm( 5250): GC_CONCURRENT freed 1060K, 15% free 12085K/14156K, paused 4ms+3ms, total 112ms
07-11 14:44:14.000 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 84ms
07-11 14:44:14.179 D/dalvikvm( 5250): GC_CONCURRENT freed 1045K, 15% free 12090K/14156K, paused 4ms+3ms, total 76ms
07-11 14:44:14.179 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 50ms
07-11 14:44:14.336 D/dalvikvm( 5250): GC_CONCURRENT freed 999K, 15% free 12107K/14156K, paused 3ms+7ms, total 70ms
07-11 14:44:14.422 D/dalvikvm( 5697): GC_CONCURRENT freed 1007K, 31% free 9228K/13188K, paused 3ms+14ms, total 68ms
07-11 14:44:14.609 D/dalvikvm( 5250): GC_CONCURRENT freed 1060K, 15% free 12105K/14156K, paused 4ms+9ms, total 100ms
07-11 14:44:14.609 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 33ms
07-11 14:44:14.937 D/dalvikvm( 5250): GC_CONCURRENT freed 1056K, 15% free 12110K/14156K, paused 5ms+5ms, total 113ms
07-11 14:44:14.937 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 69ms
07-11 14:44:15.148 D/dalvikvm(26499): GC_CONCURRENT freed 380K, 5% free 8958K/9376K, paused 3ms+2ms, total 26ms
07-11 14:44:15.250 D/dalvikvm( 5250): GC_CONCURRENT freed 1049K, 15% free 12120K/14156K, paused 6ms+12ms, total 137ms
07-11 14:44:15.250 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 73ms
07-11 14:44:15.476 D/dalvikvm( 5250): GC_CONCURRENT freed 1055K, 15% free 12125K/14156K, paused 4ms+8ms, total 83ms
07-11 14:44:15.476 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 47ms
07-11 14:44:15.531 D/dalvikvm( 5624): GC_FOR_ALLOC freed 7596K, 93% free 595K/8192K, paused 43ms, total 43ms
07-11 14:44:15.648 D/dalvikvm( 5250): GC_CONCURRENT freed 1065K, 15% free 12131K/14156K, paused 4ms+4ms, total 74ms
07-11 14:44:15.648 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 21ms
07-11 14:44:15.758 D/dalvikvm( 5697): GC_CONCURRENT freed 398K, 31% free 9220K/13188K, paused 3ms+3ms, total 29ms
07-11 14:44:15.844 D/dalvikvm( 5250): GC_CONCURRENT freed 1065K, 15% free 12137K/14156K, paused 5ms+6ms, total 127ms
07-11 14:44:15.851 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 70ms
07-11 14:44:15.859 D/dalvikvm( 5624): GC_FOR_ALLOC freed 512K, 46% free 594K/1088K, paused 12ms, total 12ms
07-11 14:44:16.031 D/dalvikvm( 5250): GC_CONCURRENT freed 1065K, 15% free 12143K/14156K, paused 6ms+4ms, total 94ms
07-11 14:44:16.031 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 75ms
07-11 14:44:16.125 D/dalvikvm( 5624): GC_FOR_ALLOC freed 517K, 47% free 590K/1108K, paused 10ms, total 10ms
07-11 14:44:16.211 D/dalvikvm( 5250): GC_CONCURRENT freed 1065K, 15% free 12149K/14156K, paused 6ms+3ms, total 80ms
07-11 14:44:16.211 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 62ms
07-11 14:44:16.383 D/dalvikvm( 5624): GC_FOR_ALLOC freed 504K, 47% free 597K/1108K, paused 6ms, total 6ms
07-11 14:44:16.461 D/dalvikvm( 5250): GC_CONCURRENT freed 1065K, 15% free 12155K/14156K, paused 4ms+5ms, total 88ms
07-11 14:44:16.461 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 60ms
07-11 14:44:16.617 D/dalvikvm( 5250): GC_CONCURRENT freed 977K, 15% free 12173K/14156K, paused 4ms+7ms, total 72ms
07-11 14:44:16.617 D/dalvikvm( 5624): GC_FOR_ALLOC freed 522K, 48% free 589K/1112K, paused 6ms, total 8ms
07-11 14:44:16.867 D/dalvikvm( 5624): GC_FOR_ALLOC freed 504K, 47% free 596K/1112K, paused 5ms, total 6ms
07-11 14:44:16.883 D/dalvikvm( 5250): GC_CONCURRENT freed 1075K, 14% free 12182K/14156K, paused 7ms+6ms, total 100ms
07-11 14:44:16.883 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 82ms
07-11 14:44:17.000 D/dalvikvm( 5697): GC_CONCURRENT freed 397K, 31% free 9224K/13188K, paused 2ms+8ms, total 59ms
07-11 14:44:17.078 D/dalvikvm( 5250): GC_CONCURRENT freed 1085K, 14% free 12188K/14156K, paused 7ms+4ms, total 86ms
07-11 14:44:17.078 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 32ms
07-11 14:44:17.117 D/dalvikvm( 5624): GC_FOR_ALLOC freed 513K, 47% free 595K/1112K, paused 7ms, total 10ms
07-11 14:44:17.273 D/dalvikvm( 5250): GC_CONCURRENT freed 1078K, 14% free 12195K/14156K, paused 3ms+4ms, total 87ms
07-11 14:44:17.273 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 53ms
07-11 14:44:17.367 D/dalvikvm( 5624): GC_FOR_ALLOC freed 515K, 47% free 591K/1112K, paused 6ms, total 7ms
07-11 14:44:17.523 D/dalvikvm( 5250): GC_CONCURRENT freed 1088K, 14% free 12202K/14156K, paused 4ms+8ms, total 84ms
07-11 14:44:17.523 D/dalvikvm( 5250): WAIT_FOR_CONCURRENT_GC blocked 32ms
07-11 14:44:17.617 D/dalvikvm( 5624): GC_FOR_ALLOC freed 507K, 47% free 596K/1112K, paused 7ms, total 7ms
07-11 14:44:17.875 D/dalvikvm( 5624): GC_FOR_ALLOC freed 514K, 47% free 593K/1112K, paused 7ms, total 8ms
07-11 14:44:18.117 D/dalvikvm( 5624): GC_FOR_ALLOC freed 509K, 47% free 595K/1112K, paused 7ms, total 8ms
07-11 14:44:18.195 D/dalvikvm( 5697): GC_CONCURRENT freed 395K, 31% free 9223K/13188K, paused 2ms+9ms, total 43ms
07-11 14:44:18.390 D/dalvikvm( 5624): GC_FOR_ALLOC freed 512K, 47% free 595K/1112K, paused 7ms, total 7ms
07-11 14:44:18.594 I/TransInfo( 3259): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.b.c
07-11 14:44:18.601 D/NetworkThread( 3259): [null:-1]->----isRunning-----true
07-11 14:44:18.601 D/NetworkThread( 3259): [null:-1]->----isRunning-----true
07-11 14:44:18.601 D/NetworkThread( 3259): [null:-1]->thread wakeup
